id,sku,precio,fecha_actualizacion,fecha_vigencia,costo_producto,costo_traspaso,costo_almacenamiento
933,3711224,24990, 03/06/2014, 06/02/2014,15969,309,34
934,977042,17490, 03/06/2014, 05/12/2014,10669,152,26
935,3700761,169900, 03/06/2014, 06/12/2014,131333,2430,367
936,3285590,34990, 03/06/2014, 06/09/2014,26278,297,61
937,3464174,39900, 03/06/2014, 06/12/2014,25736,325,60
938,2695125,34900, 03/06/2014, 05/28/2014,24710,275,53
939,2419117,3990, 03/06/2014, 06/07/2014,2793,38,8
940,3695548,2190000, 03/06/2014, 05/18/2014,1589940,20670,4389
941,3606924,47900, 03/06/2014, 05/05/2014,35351,616,92
942,3727690,12990, 03/06/2014, 06/05/2014,8574,160,18
943,3722454,19990, 03/06/2014, 05/21/2014,15253,301,40
944,1955474,22300, 03/06/2014, 06/02/2014,15900,222,35
945,1575859,1990, 03/06/2014, 05/17/2014,1274,18,4
946,66968,13700, 03/06/2014, 05/13/2014,8974,119,22
947,880171340,21990, 03/06/2014, 05/09/2014,17527,225,43
948,3470833,21990, 03/06/2014, 06/04/2014,16251,223,38
949,2398756,34990, 03/06/2014, 05/02/2014,23899,407,67
950,3359953,229990, 03/06/2014, 05/10/2014,155934,3041,411
951,2865512,8990, 03/06/2014, 05/27/2014,6842,95,17
952,3398880,69990, 03/06/2014, 06/01/2014,42904,524,90
953,3902519,799990, 03/06/2014, 05/19/2014,486394,8756,1367
954,3733850,12990, 03/06/2014, 05/10/2014,7898,112,19
955,3825024,199990, 03/06/2014, 05/28/2014,158793,2636,471
956,1616516,199900, 03/06/2014, 06/07/2014,152524,1648,330
957,3281140,209990, 03/06/2014, 06/09/2014,166943,3039,471
958,3564720,24990, 03/06/2014, 05/01/2014,19943,232,56
959,3466091,3390, 03/06/2014, 04/26/2014,2319,32,7
960,3846358,39000, 03/06/2014, 04/30/2014,31083,594,74
961,3727367,799990, 03/06/2014, 05/06/2014,521594,7668,1409
962,3324205,17990, 03/06/2014, 04/25/2014,10848,157,25
963,3379415,659990, 03/06/2014, 05/22/2014,420414,6433,1245
964,2152388,25900, 03/06/2014, 05/02/2014,17457,241,38
965,3858923,22990, 03/06/2014, 06/05/2014,16048,212,42
966,3794990,78000, 03/06/2014, 05/09/2014,49998,860,107
967,3825958,36990, 03/06/2014, 05/13/2014,23970,312,64
968,3795036,19990, 03/06/2014, 05/30/2014,15253,269,35
969,3616267,11990, 03/06/2014, 05/26/2014,8729,161,26
970,2419236,22900, 03/06/2014, 06/12/2014,16443,175,34
971,3825948,17990, 03/06/2014, 06/10/2014,11766,168,29
972,3552735,4990, 03/06/2014, 05/26/2014,3778,44,9
973,3565021,34990, 03/06/2014, 06/01/2014,23549,276,60
974,2655437,10990, 03/06/2014, 06/08/2014,8705,111,19
975,3243833,7990, 03/06/2014, 05/22/2014,6161,74,18
976,3846351,35000, 03/06/2014, 05/21/2014,24290,287,60
977,1369345,12900, 03/06/2014, 05/20/2014,9005,118,19
978,2299475,34990, 03/06/2014, 05/02/2014,23269,261,66
979,1162615,23500, 03/06/2014, 06/11/2014,18095,341,46
980,3817618,69990, 03/06/2014, 06/05/2014,48784,727,103
981,3742798,19990, 03/06/2014, 05/22/2014,12974,170,29
982,3839787,12990, 03/06/2014, 05/21/2014,8041,98,17
983,3716847,14990, 03/06/2014, 06/07/2014,10553,195,23
984,3028349,99990, 03/06/2014, 06/02/2014,71093,868,160
985,3452214,139900, 03/06/2014, 06/12/2014,99190,1469,236
986,3063404,3990, 03/06/2014, 05/24/2014,2474,37,7
987,3629481,129990, 03/06/2014, 05/06/2014,101783,1191,226
988,3522417,12990, 03/06/2014, 05/15/2014,9587,179,29
989,3503270,49990, 03/06/2014, 05/22/2014,36843,686,94
990,3525259,49990, 03/06/2014, 05/19/2014,36893,369,97
991,3510860,99990, 03/06/2014, 05/28/2014,60894,622,169
992,3717501,10900, 03/06/2014, 05/02/2014,6998,102,20
993,1716261,3990, 03/06/2014, 05/26/2014,3013,43,8
994,3689769,29990, 03/06/2014, 05/19/2014,23063,326,52
995,3741605,7990, 03/06/2014, 06/05/2014,4906,52,14
996,2949441,3990, 03/06/2014, 04/25/2014,2921,50,9
997,3607440,54990, 03/06/2014, 05/23/2014,36404,598,105
998,3405574,6990, 03/06/2014, 06/08/2014,4942,64,14
999,2417135,189990, 03/06/2014, 05/25/2014,121024,1320,316
1000,3517982,6990, 03/06/2014, 06/10/2014,4719,84,11
1001,3548644,374874, 06/12/2014, 08/04/2014,253040,4479,580
1002,3478040,4967, 05/23/2014, 08/04/2014,3353,60,8
1003,3652565,249327, 04/29/2014, 06/23/2014,168296,2979,386
1004,3495825,17301, 05/10/2014, 07/26/2014,11679,207,27
1005,3173327,162070, 04/28/2014, 07/18/2014,109398,1937,251
1006,1887293,18153, 05/26/2014, 08/13/2014,12254,217,29
1007,3633256,9107, 06/05/2014, 08/26/2014,6148,109,15
1008,3578331,404350, 05/29/2014, 07/26/2014,272937,4831,626
1009,3733744,45557, 04/26/2014, 07/20/2014,30751,545,71
1010,3893981,101780, 05/16/2014, 08/03/2014,68702,1217,158
1011,3792132,30205, 05/02/2014, 07/20/2014,20389,361,47
1012,3661672,5070, 05/03/2014, 07/13/2014,3423,61,8
1013,3564700,22215, 05/03/2014, 07/04/2014,14996,266,35
1014,3243820,55859, 06/05/2014, 08/28/2014,37705,668,87
1015,2735704,3041, 05/18/2014, 07/24/2014,2053,37,5
1016,3573751,91276, 05/29/2014, 08/10/2014,61612,1091,142
1017,2201907,6079, 04/26/2014, 07/11/2014,4104,73,10
1018,2881993,25340, 05/30/2014, 09/03/2014,17105,303,40
1019,3871447,406270, 06/14/2014, 09/02/2014,274233,4854,628
1020,3367931,20308, 05/22/2014, 07/24/2014,13708,243,32
1021,3363306,25485, 05/08/2014, 08/09/2014,17203,305,40
1022,3697717,20206, 05/30/2014, 08/12/2014,13640,242,32
1023,3744278,173220, 05/27/2014, 08/06/2014,116924,2070,268
1024,3710367,30482, 05/30/2014, 08/22/2014,20576,365,48
1025,3462071,8120, 05/05/2014, 07/21/2014,5481,98,13
1026,3174411,101230, 06/04/2014, 08/15/2014,68331,1210,157
1027,2810003,30479, 05/23/2014, 08/08/2014,20574,365,48
1028,2440577,7109, 05/11/2014, 07/05/2014,4799,85,11
1029,2688125,191890, 06/08/2014, 08/05/2014,129526,2293,297
1030,3744284,121874, 05/23/2014, 07/13/2014,82265,1457,189
1031,3738778,264514, 05/29/2014, 08/14/2014,178547,3161,409
1032,3549033,4048, 05/09/2014, 08/09/2014,2733,49,7
1033,70355,29515, 05/21/2014, 08/05/2014,19923,353,46
1034,3864692,30362, 05/02/2014, 07/16/2014,20495,363,47
1035,3619611,20246, 05/15/2014, 07/28/2014,13667,242,32
1036,3535697,10145, 05/23/2014, 07/16/2014,6848,122,16
1037,3607480,65640, 05/01/2014, 07/07/2014,44307,785,102
1038,3669716,26500, 05/02/2014, 07/20/2014,17888,317,41
1039,880159182,18196, 06/07/2014, 08/15/2014,12283,218,29
1040,3363144,19781, 05/23/2014, 07/26/2014,13353,237,31
1041,880111368,18338, 04/27/2014, 06/28/2014,12379,220,29
1042,2201906,6096, 05/26/2014, 07/19/2014,4115,73,10
1043,3211117,173163, 05/27/2014, 09/02/2014,116886,2069,268
1044,3350174,60956, 05/02/2014, 07/10/2014,41146,729,95
1045,3451978,13185, 04/28/2014, 08/01/2014,8900,158,21
1046,3820554,101830, 05/13/2014, 08/02/2014,68736,1217,158
1047,3302394,13214, 05/29/2014, 07/22/2014,8920,158,21
1048,3607315,55727, 06/04/2014, 07/24/2014,37616,666,87
1049,3825943,18214, 05/21/2014, 08/21/2014,12295,218,29
1050,2657296,101060, 06/12/2014, 08/06/2014,68216,1208,157
1051,2153780,8147, 05/04/2014, 08/03/2014,5500,98,13
1052,3421338,51730, 05/20/2014, 08/17/2014,34918,619,80
1053,3695241,315818, 06/05/2014, 07/29/2014,213178,3774,489
1054,880172954,17310, 05/15/2014, 07/25/2014,11685,207,27
1055,3663771,39665, 05/13/2014, 07/12/2014,26774,474,62
1056,3871439,325622, 05/20/2014, 07/14/2014,219795,3891,504
1057,1932796,26391, 06/03/2014, 07/31/2014,17814,316,41
1058,3688655,141530, 05/02/2014, 08/02/2014,95533,1691,219
1059,3305980,20262, 05/11/2014, 07/09/2014,13677,243,32
1060,3732464,74758, 04/29/2014, 07/30/2014,50462,894,116
1061,2619186,50815, 06/04/2014, 08/25/2014,34301,608,79
1062,3881452,50810, 05/15/2014, 08/01/2014,34297,608,79
1063,3581589,66212, 06/12/2014, 08/30/2014,44694,792,103
1064,3379421,761540, 06/01/2014, 08/14/2014,514040,9099,1178
1065,3680083,91205, 06/13/2014, 09/02/2014,61564,1090,141
1066,3704878,37697, 05/19/2014, 07/15/2014,25446,451,59
1067,3714827,50609, 05/29/2014, 09/04/2014,34162,605,79
1068,2521743,19363, 05/01/2014, 08/08/2014,13071,232,30
1069,3169505,25316, 05/20/2014, 07/09/2014,17089,303,40
1070,3670302,6969, 05/09/2014, 07/07/2014,4705,84,11
1071,3764549,17176, 05/03/2014, 07/20/2014,11594,206,27
1072,3659138,1309, 06/13/2014, 08/23/2014,884,16,3
1073,3133012,10015, 06/08/2014, 08/14/2014,6761,120,16
1074,3514377,7110, 05/10/2014, 08/07/2014,4800,85,11
1075,3632867,47470, 06/01/2014, 07/31/2014,32043,568,74
1076,3525180,3027, 06/09/2014, 08/23/2014,2044,37,5
1077,3548956,5074, 06/01/2014, 07/22/2014,3425,61,8
1078,880171541,13172, 04/25/2014, 08/01/2014,8892,158,21
1079,3629484,50775, 05/29/2014, 07/28/2014,34274,607,79
1080,3565267,25353, 05/21/2014, 07/11/2014,17114,303,40
1081,2438554,88419, 05/09/2014, 07/30/2014,59683,1057,137
1082,3548922,5088, 05/23/2014, 07/18/2014,3435,61,8
1083,3629287,25245, 06/14/2014, 08/15/2014,17041,302,40
1084,3643360,30455, 05/04/2014, 07/01/2014,20558,364,48
1085,3722238,10067, 05/05/2014, 07/10/2014,6796,121,16
1086,3610315,45538, 04/28/2014, 07/08/2014,30739,545,71
1087,3902733,1010190, 05/01/2014, 07/04/2014,681879,12070,1562
1088,3665626,13188, 05/31/2014, 08/17/2014,8902,158,21
1089,3363058,13752, 05/20/2014, 08/22/2014,9283,165,22
1090,3732727,91772, 06/01/2014, 08/08/2014,61947,1097,142
1091,3663778,40726, 05/10/2014, 07/16/2014,27491,487,63
1092,3691918,30458, 05/13/2014, 08/19/2014,20560,364,48
1093,1912859,38427, 06/05/2014, 08/22/2014,25939,460,60
1094,2564102,242414, 06/03/2014, 08/11/2014,163630,2897,375
1095,2151118,30494, 06/06/2014, 09/14/2014,20584,365,48
1096,3858857,50765, 05/02/2014, 07/19/2014,34267,607,79
1097,3632874,50645, 05/19/2014, 07/10/2014,34186,606,79
1098,3828077,192046, 04/29/2014, 08/07/2014,129632,2295,297
1099,3541138,7123, 05/02/2014, 07/30/2014,4809,86,12
1100,3611519,1005, 04/25/2014, 06/23/2014,679,13,2
1101,3873424,509540, 05/07/2014, 07/27/2014,343940,6088,788
1102,3557420,70795, 05/13/2014, 07/17/2014,47787,846,110
1103,3787067,32582, 05/16/2014, 07/31/2014,21993,390,51
1104,3607579,19789, 06/09/2014, 08/21/2014,13358,237,31
1105,3871474,346178, 05/22/2014, 08/23/2014,233671,4136,536
1106,3825938,18259, 06/07/2014, 07/31/2014,12325,219,29
1107,3491982,30335, 05/22/2014, 07/31/2014,20477,363,47
1108,3870310,25405, 06/09/2014, 09/12/2014,17149,304,40
1109,3316084,136516, 05/24/2014, 08/30/2014,92149,1632,212
1110,2979398,81086, 05/15/2014, 07/07/2014,54734,969,126
1111,3839628,16221, 06/08/2014, 08/20/2014,10950,194,26
1112,3466011,2336, 05/31/2014, 08/26/2014,1577,28,4
1113,3149283,172302, 06/02/2014, 08/11/2014,116304,2059,267
1114,3867764,90808, 04/30/2014, 07/19/2014,61296,1085,141
1115,3635103,70596, 05/02/2014, 07/03/2014,47653,844,110
1116,2800184,151744, 05/04/2014, 07/20/2014,102428,1813,235
1117,3880122,294224, 05/25/2014, 07/26/2014,198602,3516,455
1118,2865507,7077, 05/13/2014, 07/22/2014,4777,85,11
1119,3446650,244478, 04/26/2014, 07/26/2014,165023,2921,378
1120,3613586,55675, 05/18/2014, 08/04/2014,37581,666,87
1121,3537673,152315, 05/17/2014, 07/29/2014,102813,1820,236
1122,3258651,30491, 06/12/2014, 08/10/2014,20582,365,48
1123,3348302,262850, 05/24/2014, 07/22/2014,177424,3141,407
1124,3658109,50795, 05/04/2014, 07/10/2014,34287,607,79
1125,3607484,61130, 05/18/2014, 07/13/2014,41263,731,95
1126,3610515,1516190, 04/25/2014, 06/25/2014,1023429,18115,2344
1127,3506580,20226, 05/26/2014, 08/31/2014,13653,242,32
1128,3464104,38130, 04/27/2014, 07/31/2014,25738,456,59
1129,1816676,3551, 05/15/2014, 08/11/2014,2397,43,6
1130,3877389,6059, 05/26/2014, 07/20/2014,4090,73,10
1131,3761873,17296, 05/24/2014, 08/02/2014,11675,207,27
1132,3349848,141845, 05/31/2014, 08/22/2014,95746,1695,220
1133,1974863,7128, 05/17/2014, 08/12/2014,4812,86,12
1134,3634975,66032, 05/28/2014, 08/09/2014,44572,789,103
1135,3706667,35624, 05/08/2014, 07/09/2014,24047,426,56
1136,3548967,6098, 05/24/2014, 08/07/2014,4117,73,10
1137,2616031,60914, 05/28/2014, 08/10/2014,41117,728,95
1138,3787011,32598, 05/18/2014, 08/25/2014,22004,390,51
1139,3607445,71145, 05/25/2014, 08/06/2014,48023,851,110
1140,3469347,18329, 05/29/2014, 08/31/2014,12373,220,29
1141,3330338,7073, 04/26/2014, 07/27/2014,4775,85,11
1142,3710014,26292, 04/25/2014, 06/20/2014,17748,315,41
1143,3505506,507740, 06/14/2014, 08/04/2014,342725,6067,785
1144,3466964,23257, 05/06/2014, 08/06/2014,15699,278,36
1145,3834965,17267, 06/06/2014, 07/30/2014,11656,207,27
1146,1820193,20272, 04/25/2014, 07/19/2014,13684,243,32
1147,3363178,19818, 05/06/2014, 07/06/2014,13378,237,31
1148,3563742,70963, 06/11/2014, 08/23/2014,47901,848,110
1149,3608583,32525, 06/01/2014, 08/03/2014,21955,389,51
1150,3352633,17310, 06/02/2014, 09/07/2014,11685,207,27
1151,2977879,13215, 04/30/2014, 07/29/2014,8921,158,21
1152,304820,23358, 06/01/2014, 08/08/2014,15767,280,37
1153,3793205,10146, 05/24/2014, 08/05/2014,6849,122,16
1154,3758836,40734, 06/13/2014, 08/18/2014,27496,487,63
1155,2550121,4579, 06/12/2014, 09/12/2014,3091,55,8
1156,3465987,7386, 06/12/2014, 08/19/2014,4986,89,12
1157,3363146,21356, 05/09/2014, 08/11/2014,14416,256,34
1158,3549399,62982, 05/16/2014, 07/22/2014,42513,753,98
1159,2147194,22219, 05/19/2014, 08/24/2014,14998,266,35
1160,3877996,12139, 05/23/2014, 08/01/2014,8194,146,19
1161,3557503,101980, 05/22/2014, 08/02/2014,68837,1219,158
1162,3549163,7111, 05/03/2014, 07/10/2014,4800,85,11
1163,3293060,30464, 04/30/2014, 07/09/2014,20564,364,48
1164,1816683,13248, 05/15/2014, 08/17/2014,8943,159,21
1165,880171621,13213, 05/20/2014, 07/09/2014,8919,158,21
1166,3700811,203059, 05/25/2014, 07/18/2014,137065,2427,314
1167,3839718,13239, 06/01/2014, 07/24/2014,8937,159,21
1168,3764203,181988, 06/04/2014, 09/06/2014,122842,2175,282
1169,3871570,465280, 06/12/2014, 08/01/2014,314064,5559,720
1170,3659139,1305, 06/04/2014, 07/31/2014,881,16,3
1171,3629672,91430, 06/06/2014, 07/31/2014,61716,1093,142
1172,3632962,71124, 05/11/2014, 07/28/2014,48009,850,110
1173,330744,39482, 04/25/2014, 07/03/2014,26651,472,62
1174,3656160,172959, 05/10/2014, 07/04/2014,116748,2067,268
1175,3792106,20338, 06/05/2014, 08/23/2014,13729,244,32
1176,2807158,182113, 05/17/2014, 08/12/2014,122927,2176,282
1177,3651215,1509, 04/25/2014, 07/17/2014,1019,19,3
1178,3491584,8648, 04/30/2014, 07/03/2014,5838,104,14
1179,2189255,579646, 04/25/2014, 07/19/2014,391262,6926,896
1180,3525138,5768, 06/08/2014, 08/22/2014,3894,69,9
1181,3825989,23345, 05/20/2014, 08/07/2014,15758,279,37
1182,3352271,182834, 05/09/2014, 07/14/2014,123413,2185,283
1183,275732,8122, 05/22/2014, 08/23/2014,5483,98,13
1184,3738432,15257, 04/28/2014, 07/07/2014,10299,183,24
1185,2688126,222762, 06/01/2014, 08/28/2014,150365,2662,345
1186,3414529,60925, 05/19/2014, 08/03/2014,41125,728,95
1187,3673282,862910, 05/15/2014, 07/08/2014,582465,10310,1334
1188,3747277,40446, 06/14/2014, 09/13/2014,27302,484,63
1189,3814630,283546, 06/04/2014, 08/05/2014,191394,3388,439
1190,3720337,30485, 06/13/2014, 08/30/2014,20578,365,48
1191,3792136,35340, 06/03/2014, 09/05/2014,23855,423,55
1192,3613409,45610, 05/06/2014, 07/26/2014,30787,545,71
1193,3871565,557800, 06/13/2014, 09/08/2014,376515,6665,863
1194,3174232,152135, 04/28/2014, 06/20/2014,102692,1818,236
1195,2017587,6092, 04/29/2014, 06/28/2014,4113,73,10
1196,1827479,91412, 05/17/2014, 08/14/2014,61704,1093,142
1197,3632901,50670, 06/11/2014, 08/30/2014,34203,606,79
1198,3281843,35424, 06/08/2014, 09/09/2014,23912,424,55
1199,3461772,18338, 05/03/2014, 06/22/2014,12379,220,29
1200,3685222,101850, 05/11/2014, 07/09/2014,68749,1217,158
1201,3767956,43741, 06/08/2014, 09/08/2014,29526,523,68
1202,3003006,131940, 06/03/2014, 08/05/2014,89060,1577,204
1203,3864685,30380, 05/11/2014, 07/10/2014,20507,363,47
1204,3307282,8115, 06/13/2014, 09/13/2014,5478,97,13
1205,3414532,71075, 06/05/2014, 09/02/2014,47976,850,110
1206,3633649,30443, 06/06/2014, 08/03/2014,20550,364,48
1207,3853152,10130, 04/26/2014, 07/05/2014,6838,122,16
1208,3871457,621092, 05/17/2014, 07/13/2014,419238,7421,961
1209,3846204,39515, 05/15/2014, 07/28/2014,26673,473,62
1210,3705234,60650, 05/29/2014, 08/04/2014,40939,725,94
1211,2841803,90988, 05/08/2014, 07/01/2014,61417,1088,141
1212,3003964,18331, 06/08/2014, 08/04/2014,12374,220,29
1213,3466018,2319, 06/09/2014, 08/14/2014,1566,28,4
1214,3725028,162987, 05/21/2014, 07/13/2014,110017,1948,252
1215,2464129,83044, 05/02/2014, 07/02/2014,56055,993,129
1216,3836376,456380, 05/13/2014, 07/31/2014,308057,5453,706
1217,3738717,182924, 06/10/2014, 07/30/2014,123474,2186,283
1218,3651218,1314, 05/08/2014, 07/21/2014,887,16,3
1219,3839715,10127, 05/10/2014, 08/13/2014,6836,121,16
1220,3661104,20208, 06/03/2014, 09/04/2014,13641,242,32
1221,3243829,45611, 05/26/2014, 08/04/2014,30788,545,71
1222,3740423,606050, 05/18/2014, 08/21/2014,409084,7241,937
1223,3739267,15281, 05/30/2014, 08/13/2014,10315,183,24
1224,3633694,45700, 05/29/2014, 07/24/2014,30848,547,71
1225,3491582,19557, 05/11/2014, 07/22/2014,13201,234,31
1226,3459968,81374, 05/29/2014, 07/24/2014,54928,973,126
1227,3564750,55843, 05/14/2014, 07/08/2014,37695,668,87
1228,3466148,3021, 06/01/2014, 08/29/2014,2040,37,5
1229,3787151,33535, 04/29/2014, 07/07/2014,22637,401,52
1230,3660361,932220, 05/14/2014, 08/14/2014,629249,11138,1441
1231,2279729,5088, 04/29/2014, 07/07/2014,3435,61,8
1232,3563720,20384, 05/11/2014, 07/14/2014,13760,244,32
1233,3720339,30383, 06/12/2014, 08/10/2014,20509,364,47
1234,2012850,47771, 06/11/2014, 08/22/2014,32246,571,74
1235,3336305,40558, 05/04/2014, 08/07/2014,27377,485,63
1236,2468904,40558, 05/18/2014, 07/23/2014,27377,485,63
1237,3894016,101830, 06/07/2014, 09/13/2014,68736,1217,158
1238,880115491,5068, 05/05/2014, 07/10/2014,3421,61,8
1239,2695123,33535, 04/26/2014, 07/23/2014,22637,401,52
1240,1259154,6094, 04/27/2014, 07/19/2014,4114,73,10
1241,3607807,60950, 05/07/2014, 08/11/2014,41142,729,95
1242,3434016,50624, 05/15/2014, 07/30/2014,34172,605,79
1243,3607514,76393, 06/08/2014, 08/15/2014,51566,913,119
1244,2237756,122342, 05/14/2014, 08/01/2014,82581,1462,190
1245,3338617,13155, 05/16/2014, 07/07/2014,8880,158,21
1246,3389910,20366, 05/26/2014, 08/02/2014,13748,244,32
1247,3561374,40695, 05/11/2014, 07/05/2014,27470,487,63
1248,3867801,111516, 06/09/2014, 08/17/2014,75274,1333,173
1249,3876177,111486, 05/12/2014, 07/18/2014,75254,1332,173
1250,3549164,5063, 05/19/2014, 07/22/2014,3418,61,8
1251,3633470,25149, 05/28/2014, 07/30/2014,16976,301,39
1252,3353549,1512, 05/29/2014, 07/23/2014,1021,19,3
1253,3744269,111222, 05/07/2014, 08/11/2014,75075,1329,172
1254,1827476,1011899, 05/24/2014, 08/05/2014,683032,12090,1565
1255,3235214,37482, 05/21/2014, 07/23/2014,25301,448,58
1256,2196246,2929, 04/25/2014, 07/03/2014,1978,36,5
1257,3211230,91079, 06/03/2014, 08/23/2014,61479,1089,141
1258,2376040,182977, 05/10/2014, 08/15/2014,123510,2187,283
1259,3696607,91637, 04/30/2014, 07/23/2014,61855,1095,142
1260,3867770,106537, 05/23/2014, 07/15/2014,71913,1273,165
1261,3613514,55713, 05/29/2014, 09/01/2014,37607,666,87
1262,3201723,13219, 05/17/2014, 07/30/2014,8923,158,21
1263,3370240,71327, 05/05/2014, 07/24/2014,48146,853,111
1264,3671085,43825, 05/25/2014, 07/20/2014,29582,524,68
1265,3465992,3939, 06/01/2014, 07/27/2014,2659,48,7
1266,2819877,2013, 05/28/2014, 07/23/2014,1359,25,4
1267,3690096,91178, 05/10/2014, 07/22/2014,61546,1090,141
1268,3239381,91709, 05/14/2014, 08/13/2014,61904,1096,142
1269,3624981,3046, 05/28/2014, 07/22/2014,2057,37,5
1270,3646222,28408, 06/03/2014, 08/18/2014,19176,340,44
1271,3688274,326102, 06/06/2014, 08/06/2014,220119,3897,505
1272,3368483,23225, 04/29/2014, 07/25/2014,15677,278,36
1273,2746014,233187, 05/27/2014, 07/22/2014,157402,2787,361
1274,3432529,10104, 05/20/2014, 07/14/2014,6821,121,16
1275,69666,16205, 05/02/2014, 07/04/2014,10939,194,26
1276,2782191,23381, 06/06/2014, 08/25/2014,15783,280,37
1277,3839714,10127, 05/23/2014, 08/08/2014,6836,121,16
1278,3466271,25375, 05/04/2014, 06/28/2014,17129,304,40
1279,3871452,506240, 05/29/2014, 08/17/2014,341712,6049,783
1280,1896443,28291, 06/10/2014, 08/19/2014,19097,339,44
1281,3320955,24334, 06/14/2014, 09/01/2014,16426,291,38
1282,3433321,30581, 06/14/2014, 08/15/2014,20643,366,48
1283,2831274,8564, 05/21/2014, 08/19/2014,5781,103,14
1284,3760643,50755, 06/05/2014, 09/13/2014,34260,607,79
1285,3697734,132421, 05/09/2014, 07/08/2014,89385,1583,205
1286,2654628,69809, 05/30/2014, 08/25/2014,47122,835,108
1287,3624980,3037, 06/12/2014, 08/13/2014,2050,37,5
1288,3105367,12199, 05/05/2014, 07/05/2014,8235,146,19
1289,3613055,40687, 06/08/2014, 08/23/2014,27464,487,63
1290,2865043,7110, 05/08/2014, 08/08/2014,4800,85,11
1291,3652622,101960, 06/10/2014, 08/27/2014,68823,1219,158
1292,3612866,50484, 04/27/2014, 07/26/2014,34077,604,79
1293,3894023,101650, 05/26/2014, 07/30/2014,68614,1215,158
1294,3612997,35441, 06/08/2014, 07/29/2014,23923,424,55
1295,2483295,20111, 05/01/2014, 07/27/2014,13575,241,32
1296,3443000,14247, 06/12/2014, 08/11/2014,9617,171,23
1297,3466963,20390, 05/25/2014, 08/20/2014,13764,244,32
1298,3775260,25335, 05/29/2014, 08/21/2014,17102,303,40
1299,3389808,70711, 06/05/2014, 08/30/2014,47730,845,110
1300,3774787,25410, 05/06/2014, 07/30/2014,17152,304,40
1301,3124557,81590, 05/11/2014, 07/13/2014,55074,975,127
1302,2483302,20279, 06/01/2014, 08/14/2014,13689,243,32
1303,2488518,3738, 05/28/2014, 08/07/2014,2524,45,6
1304,3700752,177769, 06/01/2014, 08/30/2014,119995,2124,275
1305,3690105,182492, 05/07/2014, 07/08/2014,123183,2181,283
1306,3727363,444434, 05/07/2014, 07/23/2014,299993,5310,687
1307,880171726,13196, 05/17/2014, 08/22/2014,8908,158,21
1308,3804774,15254, 04/29/2014, 08/01/2014,10297,183,24
1309,3622971,50609, 05/26/2014, 07/23/2014,34162,605,79
1310,3871564,407510, 05/25/2014, 08/24/2014,275070,4869,630
1311,892251,3050, 05/02/2014, 07/15/2014,2059,37,5
1312,3799440,75973, 06/10/2014, 09/06/2014,51282,908,118
1313,880178814,15160, 06/05/2014, 08/27/2014,10233,182,24
1314,3445774,81230, 05/27/2014, 08/04/2014,54831,971,126
1315,3258278,60631, 05/08/2014, 07/02/2014,40926,725,94
1316,3613331,55697, 05/22/2014, 08/05/2014,37596,666,87
1317,3624968,2028, 06/11/2014, 09/06/2014,1369,25,4
1318,3651216,1515, 04/28/2014, 07/25/2014,1023,19,3
1319,2970261,8098, 06/02/2014, 08/13/2014,5467,97,13
1320,3488160,33360, 05/02/2014, 07/16/2014,22518,399,52
1321,3383664,30392, 05/11/2014, 07/27/2014,20515,364,47
1322,3619667,71222, 05/30/2014, 08/26/2014,48075,851,111
1323,3235345,202990, 06/03/2014, 08/19/2014,137019,2426,314
1324,3056560,10109, 06/09/2014, 08/10/2014,6824,121,16
1325,3740444,656620, 05/12/2014, 08/11/2014,443219,7845,1015
1326,3710713,23363, 05/18/2014, 08/08/2014,15771,280,37
1327,3812776,10134, 05/01/2014, 07/16/2014,6841,122,16
1328,2725651,6084, 05/12/2014, 08/06/2014,4107,73,10
1329,3036376,5089, 05/19/2014, 07/09/2014,3436,61,8
1330,3681283,45412, 06/10/2014, 08/24/2014,30654,543,71
1331,3795105,131823, 05/25/2014, 07/17/2014,88981,1575,204
1332,3352778,5050, 05/21/2014, 07/10/2014,3409,61,8
1333,3635047,87998, 06/09/2014, 09/14/2014,59399,1052,137
1334,3622944,45794, 05/23/2014, 08/18/2014,30911,548,71
1335,3506589,30497, 06/02/2014, 08/21/2014,20586,365,48
1336,2092851,61016, 04/27/2014, 07/13/2014,41186,729,95
1337,2092850,222960, 05/26/2014, 08/17/2014,150498,2664,345
1338,3554678,26487, 06/09/2014, 09/17/2014,17879,317,41
1339,880220636,24235, 05/20/2014, 07/29/2014,16359,290,38
1340,3616251,50770, 05/26/2014, 07/29/2014,34270,607,79
1341,3665023,30317, 05/11/2014, 07/19/2014,20464,363,47
1342,880171617,15290, 06/07/2014, 09/09/2014,10321,183,24
1343,3685286,101870, 06/09/2014, 08/14/2014,68763,1218,158
1344,3607465,65744, 04/26/2014, 07/14/2014,44378,786,102
1345,3275964,121099, 05/17/2014, 07/16/2014,81742,1447,188
1346,3846306,43633, 06/12/2014, 08/01/2014,29453,522,68
1347,3491975,21389, 05/12/2014, 08/14/2014,14438,256,34
1348,3445055,40546, 05/15/2014, 07/13/2014,27369,485,63
1349,3828045,25408, 05/30/2014, 07/31/2014,17151,304,40
1350,3081361,39509, 05/17/2014, 08/01/2014,26669,473,62
1351,3552712,9112, 05/12/2014, 07/08/2014,6151,109,15
1352,3653382,21247, 06/11/2014, 09/14/2014,14342,254,33
1353,3741610,9937, 06/06/2014, 07/28/2014,6708,119,16
